Date,Adj Close,Close,High,Low,Open,Volume
2001-06-15,35.9151496887207,55.665000915527344,56.005001068115234,55.17499923706055,55.42499923706055,1067400
2001-06-18,35.686092376708984,55.310001373291016,55.915000915527344,55.310001373291016,55.814998626708984,282600
2001-06-19,35.78610610961914,55.46500015258789,56.165000915527344,55.23500061035156,56.150001525878906,1777600
2001-06-20,36.163543701171875,56.04999923706055,56.07500076293945,55.375,55.375,476000
2001-06-21,36.453895568847656,56.5,56.724998474121094,55.875,56.0,240400
2001-06-22,36.22161865234375,56.13999938964844,56.45000076293945,55.875,56.45000076293945,180600
2001-06-25,35.9887580871582,55.63999938964844,56.189998626708984,55.38999938964844,56.099998474121094,30400
2001-06-26,35.89497756958008,55.494998931884766,55.775001525878906,55.029998779296875,55.04999923706055,146600
2001-06-27,35.89821243286133,55.5,55.84000015258789,55.23500061035156,55.599998474121094,114000
2001-06-28,36.338043212890625,56.18000030517578,56.689998626708984,55.900001525878906,55.900001525878906,357400
2001-06-29,36.54502868652344,56.5,56.810001373291016,55.95500183105469,56.025001525878906,215000
2001-07-02,36.64204025268555,56.650001525878906,56.970001220703125,56.29999923706055,56.29999923706055,290000
2001-07-03,36.622642517089844,56.619998931884766,56.67499923706055,56.415000915527344,56.57500076293945,56800
2001-07-05,36.2054443359375,55.974998474121094,56.470001220703125,55.974998474121094,56.44499969482422,627600
2001-07-06,35.25137710571289,54.5,55.540000915527344,54.5,55.5,777000
2001-07-09,35.477783203125,54.849998474121094,55.099998474121094,54.650001525878906,54.71500015258789,850000
2001-07-10,35.00882339477539,54.125,55.154998779296875,54.125,55.130001068115234,218000
2001-07-11,35.054115295410156,54.19499969482422,54.2599983215332,53.630001068115234,54.224998474121094,47200
2001-07-12,35.88526153564453,55.47999954223633,55.54499816894531,54.720001220703125,54.724998474121094,64800
2001-07-13,36.05666732788086,55.744998931884766,55.869998931884766,55.150001525878906,55.20000076293945,430000
2001-07-16,35.639469146728516,55.099998474121094,55.775001525878906,55.040000915527344,55.775001525878906,46400
2001-07-17,36.05991744995117,55.75,55.75,54.869998931884766,55.0,183400
2001-07-18,35.68476867675781,55.16999816894531,55.54499816894531,54.95500183105469,55.275001525878906,54400
2001-07-19,35.88526153564453,55.47999954223633,56.119998931884766,55.25,55.875,18600
2001-07-20,35.88850021362305,55.48500061035156,55.64500045776367,55.25,55.5,11600
2001-07-23,35.26757049560547,54.525001525878906,55.69499969482422,54.525001525878906,55.625,52000
2001-07-24,34.779205322265625,53.77000045776367,54.52000045776367,53.400001525878906,54.334999084472656,102400
2001-07-25,35.21905517578125,54.45000076293945,54.470001220703125,53.72999954223633,53.849998474121094,519200
2001-07-26,35.6685791015625,55.14500045776367,55.14500045776367,54.19499969482422,54.34000015258789,65000
2001-07-27,35.73004913330078,55.2400016784668,55.41999816894531,54.869998931884766,55.185001373291016,208000
2001-07-30,35.700927734375,55.19499969482422,55.400001525878906,54.95500183105469,55.400001525878906,25600
2001-07-31,35.8464469909668,55.41999816894531,55.91999816894531,55.20500183105469,55.25,119200
2001-08-01,36.001686096191406,55.65999984741211,55.970001220703125,55.474998474121094,55.599998474121094,237400
2001-08-02,36.1148796081543,55.834999084472656,56.20000076293945,55.625,56.17499923706055,62200
2001-08-03,35.9887580871582,55.63999938964844,55.79999923706055,55.27000045776367,55.79999923706055,17600
2001-08-06,35.574790954589844,55.0,55.599998474121094,54.90999984741211,55.599998474121094,30400
2001-08-07,35.639469146728516,55.099998474121094,55.16999816894531,54.900001525878906,54.95000076293945,29200
2001-08-08,34.99266052246094,54.099998474121094,55.220001220703125,54.04999923706055,54.92499923706055,54400
2001-08-09,35.096153259277344,54.2599983215332,54.2599983215332,53.80500030517578,54.04499816894531,56200
2001-08-10,35.23845672607422,54.47999954223633,54.625,53.57500076293945,54.29999923706055,114200
2001-08-13,35.299896240234375,54.57500076293945,54.72999954223633,54.36000061035156,54.619998931884766,34200
2001-08-14,35.22229766845703,54.45500183105469,54.95000076293945,54.35499954223633,54.775001525878906,38600
2001-08-15,34.91828536987305,53.98500061035156,54.69499969482422,53.98500061035156,54.69499969482422,49800
2001-08-16,35.025001525878906,54.150001525878906,54.150001525878906,53.54999923706055,53.94499969482422,42800
2001-08-17,34.49137496948242,53.32500076293945,53.900001525878906,53.16999816894531,53.86000061035156,84600
2001-08-20,34.733943939208984,53.70000076293945,53.724998474121094,53.349998474121094,53.375,71800
2001-08-21,34.24882888793945,52.95000076293945,54.150001525878906,52.95000076293945,53.79999923706055,69800
2001-08-22,34.56577682495117,53.439998626708984,53.57500076293945,52.86000061035156,53.290000915527344,326800
2001-08-23,34.520469665527344,53.369998931884766,53.53499984741211,53.25,53.45000076293945,31000
2001-08-24,35.151123046875,54.345001220703125,54.345001220703125,53.404998779296875,53.5,52400
2001-08-27,35.025001525878906,54.150001525878906,54.349998474121094,54.0,54.20000076293945,75600
2001-08-28,34.439640045166016,53.244998931884766,54.07500076293945,53.244998931884766,54.07500076293945,61600
2001-08-29,34.11623764038086,52.744998931884766,53.474998474121094,52.650001525878906,53.474998474121094,90000
